Номенклатура,Артикул,Группа,Стоимость,Прибыль,Предмет,Оборот в месяц,Цена остатка,Рентабельность,Базовая,Акция -8,Цена акция|Обычная,Рентабельность с акцией,Разница рент,Акция -15,Цена акция|Обычная,Рентабельность с акцией,Разница рент,Новая рентабельность,Продажи,Продажи за вчера,Тренд,Прибыль 2021,Дней в продаже,Цена остатка на стоках,Склад WB,FBS,Ожидание,Мойсклад,Оборачиваемость,Закончится через,Оборачиваемость склада,Обор посл день (весь),Обор посл день ВБ,Дней на сайте,Себес,Комиссия,Логистика ВБ,Литраж,Логистика литраж,Логистика мпстатс,Прибыль с партии,Прибыль с партии нов,Прибыль в мес,Новая прибыль,Изменение цены на...,Новая цена,Новая базовая,Прибыль новая,Новая комиссия,Упаковка,Платная приемка,Офис,Хранение в мес,Налог 1.5% + расход на рекламу 2.5%,% брака
28674496,chistogryad_50,Неликвид,364,48,Товары для минисада,0,,13%,520,0,-365,,13%,291,-74,16%,-16%,13%,0.0,0,0.0,4034,0,#N/A,#N/A,0,0,0,0,,999,999,999,55,97,62,88,0,80,73,#N/A,#N/A,0,0,,364,520,48,62,22,39,30,5,15,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
66393730,virubHV_15N,Неликвид,279,-29,Формочки кулинарные,251,5460,-10%,398,306,26,19%,-29%,281,1,13%,6%,-10%,0.0,0,0.0,0,30,5460,78,0,0,0,2600,2600,2600,999,999,145,70,53,88,0,80,73,-2246,-2246,-26,-26,,279,398,-29,53,55,39,30,5,11,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
13537566,sharlotta100bel,Актив/Актив / Внесезонные,300,-33,Шапочки косметические,54540,10379,-11%,462,332,31,20%,-30%,304,3,13%,7%,-11%,6.1,5,0.9,658368,30,9844,92,0,0,5,15,16,16,18,17,72,107,51,88,1,80,141,-3167,-3167,-5936,-5936,,300,462,-33,51,42,39,30,5,12,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
38515151,chatala_d36_4,Неликвид/Весна - лето / Неликвид,480,15,Опоры для растений,34416,7452,3%,685,301,-180,-33%,36%,280,-201,-42%,9%,3%,2.4,1,0.6,5474,30,7275,41,0,0,1,17,18,18,32,31,57,177,96,88,0,80,72,630,630,1075,1075,,480,685,15,96,47,120,30,5,19,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
63935150,smes_orhidei2L,Неликвид,267,-29,Удобрения для комнатных растений,2003,506,-11%,381,0,-268,,-11%,213,-55,-8%,8%,-11%,0.3,0,0.0,0,19,506,6,0,0,0,24,24,24,999,999,57,84,53,88,2,80,73,-177,-177,-221,-221,,267,381,-29,53,29,45,30,5,11,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
17508559,podstavkashar16,Актив/Актив / Внесезонные,602,123,Подставки для воздушных шаров,63571,46778,20%,860,450,-153,9%,11%,412,-191,1%,8%,20%,3.5,1,0.2,368340,30,45633,279,0,500,7,79,223,81,427,416,72,164,102,88,2,80,86,35143,35143,12976,12976,,602,860,123,102,65,39,30,5,24,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
27008639,setkaprud_2x2_2x5N,Неликвид,530,-43,Сетки для защиты растений,0,,-8%,663,470,-61,-8%,0%,444,-87,-14%,6%,-8%,0.0,0,0.0,4657,0,#N/A,#N/A,0,0,0,0,,999,999,999,84,307,90,88,0,80,73,#N/A,#N/A,0,0,,530,663,-43,90,22,45,30,5,21,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
13530017,setkazaten80_25,Неликвид/Весна - лето / Неликвид,1320,153,Сетки затеняющие,10296,82770,12%,1886,464,-857,-82%,94%,471,-850,-79%,-3%,12%,0.3,1,2.6,67450,30,82770,178,0,0,0,685,685,685,266,266,297,465,224,88,36,305,277,27290,27290,1196,1196,,1320,1886,153,224,43,45,30,19,53,28
37743205,shnur1_70chern,Актив,268,18,Шнуры для рукоделия,150187,3531,7%,383,295,26,38%,-31%,271,2,33%,5%,7%,18.7,12,0.6,14209,29,3531,65,0,300,0,3,20,3,6,6,72,54,46,88,0,80,313,1151,1151,9919,9919,,268,383,18,46,22,45,30,5,11,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
26989372,poglotitel_zapaha5N,Актив/Актив / Внесезонные,324,-27,Поглотители запаха,285282,91440,-8%,463,355,30,19%,-28%,326,1,13%,7%,-8%,29.4,20,0.7,42750,25,8760,13,60,0,749,0,26,26,38,1,145,120,55,88,0,80,244,-20932,-20932,-24187,-24187,,324,463,-27,55,42,39,30,5,13,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
26990371,kapelpoliv_14N,Неликвид,602,-183,Системы полива,1806,1904,-30%,860,509,-94,-45%,14%,481,-122,-52%,8%,-30%,0.1,0,3.3,0,30,1904,4,0,0,0,40,40,40,12,12,40,476,120,88,4,80,73,-734,-734,-550,-550,,602,860,-183,120,22,39,30,5,24,29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
26993872,derzh_rastN,Неликвид/Весна - лето / Неликвид,196,-33,Клипсаторы,6821,1990,-17%,280,84,-113,-82%,65%,78,-119,-96%,13%,-17%,1.2,1,0.6,-2981,30,1990,46,0,0,0,40,40,40,69,69,37,43,39,88,1,80,73,-1533,-1533,-1160,-1160,,196,280,-33,39,22,30,30,5,8,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
30042987,klumbagibk17,Неликвид,3000,-325,Товары для минисада,0,,-11%,4285,2528,-473,-30%,20%,2485,-516,-33%,2%,-11%,0.0,0,0.0,-13,0,#N/A,#N/A,0,0,0,0,,999,999,999,351,2404,510,88,6,89,81,#N/A,#N/A,0,0,,3000,4285,-325,510,22,39,30,5,120,144
28757050,semena_lavanda5,Актив/Актив / Внесезонные,201,-58,Семена,71516,2240,-29%,287,223,21,15%,-44%,203,1,7%,8%,-29%,11.9,10,0.9,13046,26,2240,32,0,0,0,3,3,3,3,3,72,70,34,88,0,80,92,-1870,-1870,-20793,-20793,,201,287,-58,34,29,30,30,5,8,4
27012139,struniklass_medneylonN,Актив/Спрос с сентября / Внесезонные,337,-7,Струны,338483,21067,-2%,449,356,18,19%,-21%,339,1,15%,4%,-2%,33.5,10,0.3,268757,30,20828,174,0,800,2,5,29,5,18,18,72,120,67,88,0,80,267,-1266,-1266,-7224,-7224,,337,449,-7,67,22,45,30,5,13,7
88155404,struniklassNS428_neilon,Актив/Проблемы с поставками / Дефицит,384,-3,Струны,96653,51766,-1%,549,406,21,17%,-18%,389,4,14%,3%,-1%,8.4,1,0.1,0,30,16016,112,0,0,250,13,43,43,362,112,72,143,77,88,0,80,245,-1003,-1003,-697,-697,,384,549,-3,77,29,45,30,5,15,9
27025320,sumka_57N,Неликвид,260,-54,Сумки хозяйственные,0,0,-21%,346,217,-44,-17%,-3%,0,-261,,-17%,-21%,0.0,0,0.0,4203,0,0,0,0,0,0,0,,999,999,999,87,101,60,88,0,80,73,0,0,0,0,,260,346,-54,60,22,39,30,5,10,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
13768309,setkazaten55_25,Неликвид/Весна - лето / Неликвид,1028,87,Сетки затеняющие,8018,8990,8%,1469,396,-633,-58%,67%,367,-662,-70%,12%,8%,0.3,0,0.0,70748,30,8990,29,0,0,0,112,112,112,999,999,235,310,175,88,36,305,210,2521,2521,678,678,,1028,1469,87,175,43,45,30,19,41,19
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
17223178,mulcha075_6,Актив/Весна - Лето (март-октябрь),2638,32,Укрывной материал для растений,201016,75735,1%,3104,1583,-1056,-7%,9%,1458,-1181,-16%,9%,1%,2.5,0,0.1,304651,4,51678,0,58,0,85,0,33,33,258,0,687,891,448,88,120,914,371,2717,2717,2435,2435,,2638,3104,32,448,106,39,30,59,106,53
26985831,tapetoolB_25N,Неликвид/Весна - лето / Неликвид,4084,1400,Тапенеры,0,,34%,5834,3442,-643,19%,15%,3383,-702,18%,1%,34%,0.0,0,0.0,41081,0,#N/A,#N/A,0,0,1,0,,999,999,999,71,1455,817,88,0,80,73,#N/A,#N/A,0,0,,4084,5834,1400,817,47,39,30,5,163,87
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
14337922,mulchakrug40_5kor,Актив/Весна - Лето (март-октябрь),884,174,Укрывной материал для растений,121462,55296,20%,1040,486,-399,-18%,38%,499,-386,-15%,-3%,20%,4.6,0,0.1,286150,30,55296,192,0,0,0,42,42,42,582,582,129,288,150,88,13,136,244,33494,33494,23969,23969,,884,1040,174,150,44,39,30,8,35,17
28143887,torso25_40,Неликвид,223,-87,Багажные сетки,3479,1555,-39%,319,236,12,-2%,-37%,226,2,-6%,4%,-39%,0.5,1,1.9,16109,30,1555,13,0,0,0,25,25,25,13,13,145,120,38,88,0,80,73,-1131,-1131,-1358,-1358,,223,319,-87,38,22,39,30,5,9,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
26997734,troy_zagim_chernN,Неликвид,335,-51,Держатели для простыни,0,,-15%,419,0,-336,,-15%,0,-336,,0%,-15%,0.0,0,0.0,27749,0,#N/A,#N/A,0,0,0,0,,999,999,999,79,147,64,88,0,80,73,#N/A,#N/A,0,0,,335,419,-51,64,39,39,30,5,13,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
29371986,setkaogurci_2x3,Неликвид/Весна - лето / Неликвид,268,6,Сетки для защиты растений,5950,4680,2%,383,91,-178,-98%,101%,95,-174,-90%,-8%,2%,0.7,0,0.0,-15327,30,4680,72,0,0,0,97,97,97,999,999,40,65,46,88,1,80,106,460,460,142,142,,268,383,6,46,22,45,30,5,11,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
13530013,setkazaten55_310,Неликвид/Весна - лето / Неликвид,1940,357,Сетки затеняющие,37830,64170,18%,2985,805,-1136,-82%,101%,805,-1136,-82%,0%,18%,0.7,0,0.0,114508,30,64170,69,0,0,0,106,106,106,999,999,88,930,330,88,7,96,87,24639,24639,6963,6963,,1940,2985,357,330,58,45,30,6,78,56
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
26990370,kolysh_kokos50N,Актив/Весна - Лето (март-октябрь),291,-24,Колышки садовые,38936,24333,-8%,416,307,15,16%,-24%,295,3,13%,3%,-8%,4.5,4,0.8,15971,29,9871,129,0,0,189,29,71,71,87,35,72,77,58,88,1,80,115,-7594,-7594,-3195,-3195,,291,416,-24,58,50,45,30,5,12,5
46136373,mulchakrug30_10_kor,Актив/Весна - Лето (март-октябрь),1148,302,Укрывной материал для растений,227648,87120,26%,1350,811,-338,4%,22%,742,-407,-4%,8%,26%,6.6,1,0.1,702,30,58608,148,0,0,72,22,33,33,328,221,72,396,195,88,2,80,201,66513,66513,59952,59952,,1148,1350,302,195,70,39,30,5,46,24
14337920,mulcha16_6spmalah,Актив/Осень / Сезонные,910,-44,Укрывной материал для растений,158613,2304,-5%,1071,0,-911,,-5%,0,-911,,0%,-5%,5.8,1,0.2,269408,6,0,0,0,0,4,0,1,1,4,0,64,576,155,88,7,92,73,-175,-175,-7634,-7634,,910,1071,-44,155,24,39,30,5,36,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
126018161,shary_biruz9NNN,Актив/Новый год / Сезонные,690,173,Елочные украшения,13455,44675,25%,1380,0,-691,,25%,910,219,48%,-48%,25%,0.7,10,15.4,0,30,43468,216,0,0,6,332,342,342,22,22,72,201,117,88,2,80,73,38485,38485,3380,3380,,690,1380,173,117,44,39,30,5,28,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
13196682,vodyanshar111,Неликвид/Весна - лето / Неликвид,188,-61,Воздушные шарики,6937,16577,-32%,289,205,16,13%,-45%,188,-1,6%,7%,-32%,1.2,1,1.1,352344,30,9727,142,0,0,100,115,197,197,182,107,72,69,32,88,1,80,162,-14646,-14646,-2233,-2233,,188,289,-61,32,22,39,30,5,8,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
14337961,agrotkan16_9,Актив/Весна - Лето (март-октябрь),959,163,Укрывной материал для растений,37113,164486,17%,1370,389,-571,-73%,90%,397,-563,-70%,-3%,17%,1.3,0,0.0,260898,30,164486,434,0,0,0,336,336,336,999,999,84,379,163,88,10,113,91,70674,70674,6302,6302,,959,1370,163,163,43,39,30,7,38,23
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
14862504,mulchakrug60_5kor,Актив/Весна - Лето (март-октябрь),1221,239,Укрывной материал для растений,173626,52416,20%,1436,888,-334,-3%,23%,832,-390,-10%,6%,20%,4.7,1,0.2,140002,30,50904,101,0,0,3,21,22,22,104,101,72,504,208,88,2,80,178,24848,24848,33974,33974,,1221,1436,239,208,77,39,30,5,49,30
126017325,shary_zoloto9NNN,Актив/Новый год / Сезонные,690,174,Елочные украшения,4554,49769,25%,1380,0,-691,,25%,910,219,48%,-48%,25%,0.2,9,39.4,0,30,48765,243,0,0,5,1105,1127,1127,29,28,72,201,117,88,2,80,73,43139,43139,1148,1148,,690,1380,174,117,44,39,30,5,28,12
37742226,zaplatki48,Неликвид/Весна - лето / Неликвид,148,-79,Ремкомплекты автомобильные,23044,11859,-53%,212,165,16,6%,-59%,150,1,-3%,9%,-53%,5.2,4,0.8,16378,20,9612,190,11,0,58,37,48,48,62,48,40,48,25,88,0,80,313,-19592,-19592,-12300,-12300,,148,212,-79,25,31,39,30,5,6,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
59539500,veseliy_zoopark,Актив/Актив / Внесезонные,455,81,Погремушки,196424,10141,18%,650,332,-124,7%,11%,305,-151,0%,7%,18%,14.4,4,0.3,0,30,10141,81,0,510,0,6,41,6,19,19,72,125,86,88,1,80,233,6578,6578,35057,35057,,455,650,81,86,22,30,30,5,18,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
26990817,gorshok_adelN,Актив,396,80,Кашпо,114167,113354,20%,566,211,-186,-13%,33%,198,-199,-20%,7%,20%,9.6,2,0.2,109568,30,10397,144,0,0,1426,15,163,163,785,72,72,72,67,88,3,80,178,125722,125722,23086,23086,,396,566,80,67,42,120,30,5,16,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
26995607,zhmyh_g2N,Неликвид/Весна - лето / Неликвид,310,-37,Удобрения для открытого грунта,9300,0,-12%,517,335,24,13%,-25%,315,4,8%,5%,-12%,1.0,0,0.0,14668,3,0,0,0,0,0,0,,0,999,999,57,117,62,88,1,80,73,0,0,-1097,-1097,,310,517,-37,62,34,45,30,5,12,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
26990827,zola2l_drevesN,Неликвид/Весна - лето / Неликвид,108,-172,Удобрения для открытого грунта,0,0,-160%,154,108,-1,-95%,-65%,0,-109,,-95%,-160%,0.0,0,0.0,40291,1,0,0,0,0,0,0,,999,999,999,82,72,22,88,1,80,73,0,0,0,0,,108,154,-172,22,64,45,30,5,4,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
